EmployeeID,Name,Gender,Citizenship,Languages,Department,Salary,SSN,Age,Years of Experience
2011,Corey Huang,Female,USA,"Spanish, Mandarin",Finance,89224,224-85-6941,64,43
2012,Ronald King,Female,USA,Arabic,Human Resource,149109,730-05-0613,36,15
2013,Gail Smith,Male,India,Spanish,Administrative,111247,076-43-6445,24,3
2014,Donald Miller,Female,India,Spanish,Marketing,53442,531-10-1487,50,29
2015,Christopher Mclaughlin,Male,USA,"Mandarin, Arabic",Marketing,145174,514-11-3064,58,37
2016,Hailey Meyer MD,Female,Mexico,None,Finance,83324,863-86-7829,64,43
2017,Rodney Moore,Male,USA,None,Human Resource,58754,772-22-7550,25,4
2018,Mrs. Jennifer Rice,Male,USA,None,I/T,129525,717-42-4161,23,2
2019,Steven Collins,Female,USA,None,Human Resource,126407,564-97-9870,56,35
2020,Gregory Gonzalez,Male,China,None,Operations,138354,211-56-7740,54,33
2021,Daniel Smith,Female,Canada,"French, Spanish",Sales,58874,731-72-8097,55,34
2022,Kevin Schmitt,Male,USA,Mandarin,Operations,85581,700-27-8363,62,41
2023,Michael Parks,Female,USA,French,Product,140658,319-16-1353,25,4
2024,Tricia Clarke,Male,USA,None,Legal,65890,065-77-0660,42,21
2025,Robert Smith,Female,USA,Arabic,Product,74658,411-30-7694,30,9
2026,Timothy Robinson,Male,USA,None,I/T,70390,197-78-3355,65,44
2027,Andrea Vasquez,Female,USA,None,Operations,80880,197-04-4381,23,2
2028,Julia Simon,Female,USA,"Arabic, Mandarin",Marketing,60532,444-94-4605,22,1
2029,Erik Williams,Female,China,"Arabic, Spanish",Marketing,124731,366-40-5202,62,41
2030,Kristi Strickland,Female,USA,"Arabic, French",Human Resource,65662,055-49-9054,46,25
2031,Walter Rowe,Male,Philippines,None,Human Resource,122636,441-80-1187,29,8
2032,Shelby Gomez,Female,USA,None,Human Resource,127557,196-51-5552,27,6
2033,Robert Frank,Male,USA,"Arabic, Spanish",Human Resource,53774,859-67-4031,47,26
2034,Ryan Garcia,Female,USA,None,Administrative,148793,454-27-8575,40,19
2035,Brandon Thompson,Female,USA,Mandarin,Product,110838,450-14-1592,28,7
2036,Ashley Estrada,Male,USA,"Hindi, Spanish",I/T,134299,272-87-3136,28,7
2037,Jennifer Parsons,Male,China,"Spanish, Arabic",Product,144011,709-05-1773,49,28
2038,Raymond Burns,Male,USA,"Arabic, Mandarin",Marketing,110121,423-67-0243,41,20
2039,Derrick Stewart,Female,South Korea,Mandarin,Marketing,82161,691-56-5768,53,32
2040,Judy Jackson,Male,USA,None,Marketing,138829,195-49-9404,52,31
2041,Joel Allison,Female,USA,Hindi,I/T,106510,093-67-7435,24,3
2042,Samantha Ward,Female,USA,None,I/T,131742,393-46-7460,23,2
2043,Marc Perez,Female,USA,"Arabic, Mandarin",Finance,105537,846-62-8623,63,42
2044,Jennifer Wright,Female,India,None,Finance,71603,627-41-9111,26,5
2045,Kelly Allen,Female,USA,Spanish,Operations,144876,668-33-5767,56,35
2046,Debra Collins,Male,India,"Hindi, Mandarin",Administrative,86995,496-16-4030,60,39
2047,Jennifer Grant,Female,USA,Spanish,Finance,90419,418-55-1258,33,12
2048,Amy Carter,Male,USA,Arabic,Operations,114816,726-51-2895,39,18
2049,Theresa House,Male,India,None,Sales,50718,416-29-4672,50,29
2050,Anthony Wood,Male,China,French,Product,74475,571-34-5474,35,14
2051,David Gomez,Male,USA,None,Marketing,96316,155-47-1034,49,28
2052,Jill Mills,Female,USA,"Hindi, Mandarin",Marketing,79626,473-13-0206,60,39
2053,Lisa Marshall,Female,USA,None,Sales,112054,641-15-3786,41,20
2054,Mary Parker,Female,China,Mandarin,Operations,99645,454-02-2853,38,17
2055,Emily Brown,Male,China,None,Administrative,52981,009-54-2005,55,34
2056,Lisa Patterson,Male,USA,French,Human Resource,121490,207-82-4586,26,5
2057,Sara Snyder,Female,India,"Arabic, Hindi",Finance,61304,212-88-1953,51,30
2058,Travis Mckinney,Male,Philippines,Arabic,Human Resource,122303,383-22-0845,57,36
2059,Melinda Santiago,Male,China,None,Product,129223,636-07-4963,51,30
2060,Nicole Garcia,Male,USA,"Mandarin, Arabic",Marketing,133315,233-12-4975,54,33
2061,William Gonzales,Female,China,Arabic,I/T,147464,082-95-0126,30,9
2062,Michael Curry,Female,USA,"Arabic, Mandarin",Product,90362,851-66-5670,42,21
2063,Mr. Dillon Baker,Female,USA,"French, Spanish",Operations,146599,434-25-0252,61,40
2064,Andrew Baker,Female,India,Hindi,Product,65162,350-40-0762,43,22
2065,George Harrison,Female,USA,None,Finance,149731,798-05-4640,54,33
2066,Emily Cooper,Female,India,None,Product,54383,084-59-8129,63,42
2067,Jennifer Olson,Female,India,None,Operations,77388,350-74-3629,54,33
2068,Peter Klein,Female,China,Hindi,I/T,126128,369-36-2090,43,22
2069,Diana Martin,Female,India,None,Operations,136399,535-71-8072,53,32
2070,Brooke Davis,Male,India,"Spanish, Arabic",Operations,86782,765-65-1056,45,24
2071,Gerald Simpson,Male,USA,"Arabic, French",Marketing,63599,184-98-7019,57,36
2072,Rebecca Glenn,Male,USA,French,Operations,99183,488-57-7200,46,25
2073,Jennifer Henderson,Male,Philippines,None,Administrative,85574,013-03-0527,28,7
2074,Randy Adams,Male,USA,None,Marketing,117867,344-39-4759,46,25
2075,Elizabeth Dalton,Male,Taiwan,"Mandarin, Spanish",Marketing,51759,340-27-6699,35,14
2076,Debra Romero,Female,USA,Mandarin,Finance,80341,867-41-6633,31,10
2077,Charles Brown,Male,USA,"Mandarin, Hindi",Sales,66560,359-65-9060,29,8
2078,Kristin Branch,Female,USA,None,Product,94661,159-73-6938,30,9
2079,David Perez,Female,China,"Hindi, Mandarin",Administrative,106875,827-91-1824,31,10
2080,Bradley Smith,Male,USA,None,Sales,78924,260-95-8941,26,5
2081,Jeffrey Frost,Male,USA,"Spanish, Hindi",Product,114353,503-84-1763,62,41
2082,Megan Ruiz,Female,USA,Spanish,Operations,114689,392-83-5598,42,21
2083,Erik Wong DDS,Female,India,"Hindi, Arabic",Finance,95022,314-34-7436,47,26
2084,Natalie Hess,Female,USA,"Hindi, Spanish",I/T,111201,254-06-2376,38,17
2085,Meghan Martin,Female,USA,Mandarin,Marketing,70983,488-75-2170,37,16
2086,Eugene Rodriguez,Male,India,None,Product,54512,333-98-2347,41,20
2087,Joseph Morgan,Male,USA,Arabic,Human Resource,67504,795-95-6213,64,43
2088,Amanda Alexander,Male,India,"Arabic, Hindi",Human Resource,69751,716-76-1517,35,14
2089,Nicholas Lucas,Female,China,Hindi,I/T,106347,812-80-8352,52,31
2090,Julia Lopez,Male,USA,Hindi,Finance,105713,565-36-7520,25,4
2091,Craig Williams,Male,USA,Spanish,Administrative,107762,572-70-7062,60,39
2092,Jose Smith,Male,Canada,Spanish,Operations,107338,642-82-6948,27,6
2093,Kelsey Robertson,Female,USA,Arabic,Administrative,143849,018-50-0583,45,24
2094,Elizabeth Ho,Female,USA,"French, Hindi",Operations,129404,773-86-7383,49,28
2095,Valerie Baird,Male,USA,None,Human Resource,95554,768-12-5138,57,36
2096,Felicia Carter,Male,China,Mandarin,Operations,111541,270-68-9932,32,11
2097,Rachel Johnson,Male,USA,"French, Spanish",Administrative,72892,295-30-0953,22,1
2098,Dustin Reed,Female,USA,None,Product,68710,082-86-7369,47,26
2099,Natasha Acosta,Female,USA,"Mandarin, Arabic",Operations,141614,038-28-6982,52,31
2100,Rachael Martin,Female,India,Hindi,Operations,93987,125-84-4526,31,10
2101,Daniel Mccarty,Female,South Korea,"French, Mandarin",Finance,148701,353-10-0476,58,37
2102,Joseph Davis,Female,USA,None,Finance,116095,036-91-9711,58,37
2103,Stacy Williams,Female,USA,Arabic,Administrative,137038,304-22-2443,47,26
2104,David Parker PhD,Male,USA,Hindi,Administrative,64208,824-57-7669,24,3
2105,Martin Mason,Male,India,None,Administrative,101879,040-16-0415,37,16
2106,Sophia Richardson,Female,USA,"Hindi, French",Legal,149406,660-25-4855,39,18
2107,Laura Peterson,Female,India,Spanish,Operations,137887,819-38-6750,58,37
2108,Katherine Ramirez,Female,USA,Spanish,Legal,84822,551-96-3865,63,42
2109,Tracy Delgado,Female,USA,"Hindi, Mandarin",Sales,112478,020-62-6536,48,27
2110,Angela Patton,Female,USA,"Arabic, French",Marketing,81199,779-07-7228,60,39
2111,Keith Vega,Female,USA,Mandarin,Human Resource,130480,668-49-7081,25,4
2112,Michael Garner,Female,USA,Mandarin,Product,107090,335-35-5377,50,29
2113,Amy Chaney,Female,USA,None,Administrative,130840,142-70-5774,44,23
2114,Matthew Schmidt,Female,USA,None,Administrative,126200,041-46-0915,26,5
2115,Christopher Edwards,Female,India,None,Product,116600,682-97-9097,24,3
2116,Mr. Daniel George DDS,Male,USA,"Arabic, Spanish",Operations,63742,021-99-2043,22,1
2117,Heather Dixon,Male,China,"Spanish, Arabic",Operations,75529,082-14-6963,65,44
2118,Shawn Henry,Female,USA,None,Product,135846,320-25-4222,58,37
2119,Patricia Blair,Female,USA,None,Finance,51340,474-71-0479,23,2
2120,Sarah Hernandez,Female,India,French,Finance,89524,655-02-8535,59,38
2121,David Smith,Male,USA,Mandarin,Operations,79739,049-06-2979,27,6
2122,Angel Campbell,Female,USA,None,Operations,86970,822-71-7490,63,42
2123,Susan Suarez,Female,USA,None,Operations,105972,744-58-8376,47,26
2124,Glenn Trujillo,Male,USA,None,Administrative,78506,805-29-6611,63,42
2125,Dalton Price,Female,USA,Spanish,Sales,77432,734-37-9965,26,5
2126,Shannon Ruiz,Male,USA,None,Legal,103575,776-27-5866,55,34
2127,Andre Jones,Female,USA,Arabic,Operations,70549,199-23-0706,32,11
2128,Morgan Morrison,Female,China,None,Product,69445,163-36-3845,61,40
2129,Caitlin Mcgee DVM,Female,China,"Hindi, Spanish",Product,143528,646-98-6145,24,3
2130,Lisa Patterson,Female,USA,None,Sales,133075,548-70-4564,45,24
2131,David Edwards,Male,USA,Mandarin,Operations,83553,621-13-0470,24,3
2132,Veronica Mcknight,Female,USA,None,Administrative,120630,204-14-3104,55,34
2133,Dr. Thomas Smith,Male,USA,"French, Spanish",Human Resource,81331,754-61-4878,62,41
2134,Alexander Wilkins,Female,USA,Mandarin,I/T,105003,096-39-8479,43,22
2135,Susan Khan,Female,USA,"Spanish, Hindi",Product,126340,730-71-6410,36,15
2136,Jessica Ruiz,Female,USA,"Arabic, Mandarin",Marketing,142047,095-02-5632,60,39
2137,Meghan Gonzalez,Male,China,"Spanish, Hindi",Operations,134672,664-82-8376,43,22
2138,Stacy Holden,Male,China,None,Operations,77099,696-01-0114,31,10
2139,William Terrell,Female,USA,Spanish,Administrative,103296,055-72-5220,25,4
2140,Scott Hampton,Female,USA,"Hindi, Arabic",Administrative,111391,853-52-5605,64,43
2141,Jennifer Dudley,Male,USA,None,Administrative,121464,105-17-2892,40,19
2142,Kayla Hunter MD,Female,USA,Mandarin,Operations,110288,079-56-7367,61,40
2143,Robert Pitts,Female,USA,"Hindi, Arabic",Administrative,141540,130-98-3505,31,10
2144,Anthony Richardson,Male,China,Spanish,Operations,118526,029-60-7285,28,7
2145,Brian Evans,Female,USA,None,Sales,64542,779-14-8978,26,5
2146,Donald Bryant,Male,Philippines,Spanish,Operations,110012,049-25-0549,57,36
2147,William Simmons,Male,USA,"Spanish, Hindi",Administrative,74780,084-93-8773,45,24
2148,Jordan Reid,Male,South Korea,Spanish,Human Resource,96352,629-77-0332,42,21
2149,Dr. Ricky Hester DVM,Female,USA,French,I/T,61546,893-21-0372,59,38
2150,Steven Meyers,Male,South Korea,Mandarin,Human Resource,141378,360-17-7837,25,4
2151,Todd Rice,Male,USA,"Arabic, Hindi",Operations,111485,623-14-6865,57,36
2152,Misty Rodriguez,Female,USA,None,Operations,86051,782-22-6649,46,25
2153,Monica Hamilton,Male,India,Hindi,Administrative,109717,582-52-0239,41,20
2154,Michelle Aguirre,Male,China,French,Sales,110413,492-27-7539,47,26
2155,Lisa Williams,Male,USA,"French, Hindi",Operations,105255,420-46-2264,27,6
2156,Lisa Arnold,Male,China,None,I/T,53158,330-40-1744,28,7
2157,Ian Grant,Female,Philippines,None,I/T,76581,016-55-9382,48,27
2158,Anne Jones,Female,China,Arabic,Administrative,142327,209-12-8953,29,8
2159,Ryan Mcpherson,Female,USA,Spanish,Administrative,144315,439-13-4637,50,29
2160,Kimberly Ramirez,Male,USA,French,Marketing,132017,230-29-5709,24,3
2161,Cory Neal,Male,USA,None,Administrative,134688,190-80-0684,59,38
2162,Danielle Curry,Male,USA,Hindi,Human Resource,142871,603-04-6317,34,13
2163,James Stuart,Male,India,None,Operations,109017,328-24-9852,52,31
2164,Joy Roman,Female,South Korea,None,Finance,51665,318-06-3165,56,35
2165,Matthew Moore,Male,USA,"Mandarin, Arabic",Sales,99224,142-88-1694,24,3
2166,Christopher Cruz,Female,USA,Arabic,Operations,62778,724-32-5816,54,33
2167,Tiffany Rodriguez,Male,USA,"Spanish, Mandarin",Product,96674,284-17-9692,31,10
2168,Sarah Evans,Male,USA,Hindi,Administrative,142238,406-71-5386,39,18
2169,Alyssa Stevens,Female,Canada,French,Sales,73340,565-50-1783,28,7
2170,Joe Wilson,Male,USA,None,Product,117773,450-88-2086,55,34
2171,Briana Jordan,Male,USA,Hindi,Operations,69217,391-99-3109,55,34
2172,Jack Lucas,Female,USA,Hindi,Operations,84251,620-93-4069,46,25
2173,Tina Chaney,Male,USA,Spanish,Marketing,116654,019-46-3085,56,35
2174,Brandi Lee,Male,USA,Hindi,Product,145347,530-12-4751,44,23
2175,Frank Brock,Female,USA,"Spanish, Arabic",I/T,127525,185-96-2571,43,22
2176,Jennifer Collier,Male,USA,None,Product,68729,429-52-0943,47,26
2177,Melissa Moran,Female,USA,"Arabic, Spanish",Sales,61922,552-79-1070,64,43
2178,Amy Harris,Female,USA,French,Marketing,54416,668-13-9350,56,35
2179,Jennifer Gray,Female,India,None,Operations,132487,765-67-0036,32,11
2180,Anthony Coleman,Male,China,Mandarin,Finance,130115,426-86-9389,32,11
2181,James Robbins,Male,Canada,"Spanish, French",Product,100964,748-83-5601,44,23
2182,David Long,Male,China,Spanish,Marketing,142890,242-17-2056,39,18
2183,Jerry Payne,Male,China,"Mandarin, Arabic",Sales,118414,230-73-7775,26,5
2184,Mark Hicks,Male,Canada,None,Marketing,67598,424-95-2490,54,33
2185,Erika Walker,Male,USA,Hindi,Marketing,54764,446-84-1494,39,18
2186,Michael Mckay PhD,Female,Taiwan,"Mandarin, Spanish",Product,55126,627-65-8955,53,32
2187,Ann Stephens,Male,India,"Mandarin, Arabic",Administrative,94193,689-80-6431,56,35
2188,Charles Lee,Male,USA,"Arabic, Hindi",Operations,98324,620-03-2008,60,39
2189,Adrian Simpson,Female,USA,None,Administrative,148769,381-20-7891,59,38
2190,Julie Ryan,Female,Canada,"Arabic, Spanish",Operations,148612,308-73-7383,44,23
2191,Betty Johnson,Male,USA,None,Human Resource,72953,740-53-5079,23,2
2192,Bill Banks,Female,USA,"French, Arabic",Product,89806,462-95-4845,63,42
2193,Tara Daugherty,Male,India,"Arabic, Mandarin",Product,116424,764-22-8561,30,9
2194,Sheryl Salinas,Male,USA,"French, Hindi",Product,93263,425-33-4562,51,30
2195,Katelyn Gould,Male,USA,"French, Mandarin",Product,111485,122-89-8461,32,11
2196,Jose Wright,Male,Philippines,None,Operations,88204,157-21-2258,46,25
2197,Matthew Adams,Female,USA,Hindi,Product,139982,667-64-5465,41,20
2198,Roy Wiley,Female,Canada,French,Finance,57018,756-73-0922,36,15
2199,Stephen Williams,Male,USA,None,Sales,100274,255-07-0458,63,42
2200,Jennifer Cox,Male,China,Arabic,I/T,109260,595-49-2722,57,36
2201,Kyle Jefferson,Male,Canada,None,Administrative,135439,575-61-0687,33,12
2202,Thomas Gardner,Male,USA,None,I/T,134957,854-23-9990,44,23
2203,Mark Costa,Female,USA,None,Product,107565,824-43-8919,35,14
2204,Joshua Jones,Male,USA,"Hindi, French",Product,100593,319-23-7756,56,35
2205,Christina Blackburn,Male,USA,"Arabic, French",Product,72508,019-74-3036,29,8
2206,Timothy Delacruz,Male,China,"Spanish, Hindi",Finance,86759,505-67-2302,65,44
2207,Brian Maddox,Male,USA,None,Sales,137275,625-38-4494,61,40
2208,Shannon Rodriguez,Male,USA,French,Human Resource,81234,791-88-2886,52,31
2209,Jerome Ramos,Male,USA,Spanish,Sales,69636,026-14-3850,49,28
2210,Angela Edwards,Male,USA,"Mandarin, French",Marketing,74513,419-14-1015,57,36
2211,Kristen James,Female,USA,None,Finance,107113,261-43-8153,24,3
2212,Christopher George,Male,USA,None,Legal,66161,278-80-6311,60,39
2213,Joshua Weaver,Male,China,None,Product,58868,336-07-7332,29,8
2214,Adrian Warren,Male,USA,"Hindi, Mandarin",Operations,115980,407-10-7039,31,10
2215,Terry Diaz,Female,USA,None,Marketing,66835,605-82-1122,26,5
2216,William Singleton,Female,USA,Spanish,Marketing,109417,314-05-8770,50,29
2217,Jason Lucas,Male,USA,Mandarin,Administrative,54063,654-33-1997,28,7
2218,Robert Griffin,Male,USA,"Mandarin, Hindi",Administrative,125293,071-78-9591,22,1
2219,Nichole Ferguson,Male,USA,"French, Mandarin",Product,124731,160-11-7578,47,26
2220,Margaret Taylor,Female,Canada,None,Human Resource,135688,837-86-0717,58,37
2221,Emma Collins,Female,India,None,I/T,122811,300-86-8831,56,35
2222,Walter Turner,Female,China,"Spanish, Mandarin",Sales,84837,194-73-6170,54,33
2223,Kayla Hernandez,Male,USA,"Arabic, Spanish",I/T,110631,519-16-0882,57,36
2224,Ashley Wright,Male,USA,Mandarin,Operations,89925,346-30-0491,32,11
2225,Thomas Calderon,Male,USA,None,Product,132914,549-17-3042,43,22
2226,Roberta Johnson,Female,USA,None,Sales,53998,335-32-4458,56,35
2227,Michael Graham,Female,China,None,Sales,109194,894-69-8939,59,38
2228,Cindy Wheeler,Male,USA,"Hindi, Mandarin",Human Resource,129305,263-30-3040,27,6
2229,Mark Garza,Female,Canada,None,Product,130981,390-72-8018,65,44
2230,Thomas Perez,Male,India,Arabic,Sales,56496,549-44-0345,60,39
2231,Brandon Clay,Female,India,Arabic,Human Resource,76402,649-89-1562,27,6
2232,Michael Robbins,Male,Mexico,Hindi,Marketing,121460,290-79-7645,27,6
2233,Robert Torres,Male,USA,None,Human Resource,137833,528-16-7892,27,6
2234,Robert Kidd,Female,USA,None,Administrative,58980,395-88-7024,57,36
2235,Samantha Lyons,Male,India,Spanish,I/T,78762,573-45-4359,24,3
2236,Danielle Hart,Female,Canada,Spanish,Finance,145358,118-28-0609,24,3
2237,Robert Krueger,Male,Canada,Hindi,Product,104914,858-65-5878,28,7
2238,William Allen,Female,USA,"Mandarin, Arabic",Administrative,96730,395-71-1215,31,10
2239,Taylor Hall MD,Female,USA,Arabic,Product,73536,797-48-5789,28,7
2240,Lisa Howe,Male,USA,"Arabic, Mandarin",Marketing,50692,245-74-7927,49,28
2241,Michele Brennan,Female,USA,None,Human Resource,107278,226-82-9828,59,38
2242,Aaron Johnson,Male,USA,None,Product,91789,337-54-1607,41,20
2243,Jennifer Barker,Female,USA,"Arabic, Spanish",Marketing,126251,696-90-9198,38,17
2244,Jeffrey Reyes,Male,USA,Arabic,Product,97647,120-26-2540,36,15
2245,Colleen Barnes,Female,USA,Hindi,Finance,111271,048-17-7932,54,33
2246,Valerie Bailey,Female,USA,None,Operations,80555,357-38-7428,55,34
2247,Sheila Velazquez,Female,South Korea,None,Human Resource,146839,702-62-5967,64,43
2248,Juan Graham,Male,Canada,"French, Hindi",Human Resource,128095,656-40-2588,26,5
2249,Michael Black,Female,Taiwan,"Mandarin, French",Operations,142224,359-55-6283,53,32
2250,Donna Watson,Male,USA,Arabic,Sales,142306,807-78-2464,46,25
2251,Leslie Lopez,Female,USA,French,I/T,93499,700-13-2432,27,6
2252,Benjamin Zimmerman,Female,Canada,Mandarin,Product,52894,279-17-7844,43,22
2253,Autumn Hodges,Male,China,"French, Hindi",I/T,112422,833-83-8973,39,18
2254,Jamie Miller,Female,USA,French,Operations,132845,264-12-9961,43,22
2255,Kevin Davis,Female,China,None,Human Resource,135854,322-13-9271,31,10
2256,Donna Hill,Female,Canada,None,Operations,97094,455-79-1710,33,12
2257,Elizabeth Murphy,Male,India,None,Human Resource,87940,009-26-9731,40,19
2258,Rebekah Robinson,Male,USA,None,Marketing,64082,208-67-7901,44,23
2259,Blake Pope,Male,China,"French, Arabic",Product,102049,839-41-4062,59,38
2260,David Kidd,Female,USA,Arabic,Operations,70658,674-51-4511,34,13
2261,Kimberly Thompson,Female,Philippines,None,Product,97028,538-06-9174,30,9
2262,Christina Lara,Female,Canada,Arabic,Operations,134995,075-49-2657,60,39
2263,Kathy Campbell,Female,USA,"Spanish, Hindi",Product,98545,890-78-6424,44,23
2264,Dennis Ward,Female,USA,Hindi,Product,51392,844-46-7434,31,10
2265,Michael Martin,Female,India,None,Product,55207,683-41-5441,52,31
2266,Jacqueline Simpson,Male,USA,None,Product,140059,358-79-9601,23,2
2267,Brenda Boyd,Male,USA,"Mandarin, Arabic",Legal,147827,240-96-2843,29,8
2268,Amber Ellis,Female,USA,"Arabic, Spanish",Administrative,103160,585-59-7902,50,29
2269,Suzanne Bean,Male,USA,Mandarin,Operations,94313,413-45-8955,64,43
2270,Mr. Joel Peters,Female,India,None,Operations,89775,853-01-8694,65,44
2271,Mary Rodriguez,Female,Philippines,None,Legal,144481,794-73-2566,62,41
2272,David Clark,Male,USA,"French, Hindi",Operations,58658,353-58-3125,52,31
2273,Natalie Hutchinson,Male,Philippines,None,Operations,70186,858-33-1081,42,21
2274,Jason Andrade,Female,USA,"French, Arabic",I/T,133598,718-32-2921,63,42
2275,Craig Fields,Female,Philippines,None,Marketing,112109,111-65-7157,59,38
2276,Kevin Henry,Female,USA,Mandarin,Human Resource,145349,167-79-8480,44,23
2277,Monica Williams,Female,USA,None,Administrative,50875,527-14-5581,57,36
2278,Ashley Hutchinson,Female,USA,"Arabic, French",Operations,131115,770-82-9803,36,15
2279,Julie Lopez,Male,China,"Arabic, Mandarin",I/T,122987,881-50-2466,60,39
2280,Cole Singleton,Male,USA,"Spanish, Mandarin",Human Resource,75745,314-96-6342,46,25
2281,Amanda Mccormick,Male,Philippines,Mandarin,I/T,125807,660-98-2671,54,33
2282,Andrew Hernandez,Female,USA,"Spanish, French",I/T,60305,820-37-3246,30,9
2283,David Davis,Male,USA,"Arabic, Hindi",Marketing,146217,573-86-8543,26,5
2284,John Holloway,Female,India,None,Product,113634,572-15-9869,46,25
2285,Jeffrey Burton,Male,USA,"Hindi, Mandarin",Marketing,127422,080-03-8336,45,24
2286,Catherine Gutierrez,Female,India,Spanish,Administrative,84901,033-80-2850,32,11
2287,Heather Campbell,Male,USA,French,Product,126388,744-72-3773,35,14
2288,Michelle Carpenter,Male,India,None,Legal,95738,086-46-0017,54,33
2289,Gary Parker,Female,USA,"French, Hindi",Product,140668,470-62-8172,42,21
2290,Karen Gallagher,Female,USA,None,Sales,98324,502-87-1050,24,3
2291,Katherine Pierce,Female,USA,None,Operations,92774,690-89-8175,26,5
2292,Anna Turner,Male,USA,"Arabic, Hindi",Human Resource,135232,588-75-5583,26,5
2293,Laura Warren,Male,Canada,None,Legal,70353,842-47-1749,55,34
2294,Christina Simmons,Male,USA,"Spanish, Arabic",I/T,55413,135-01-7248,22,1
2295,Christine Gardner,Female,USA,None,Administrative,140386,278-31-6941,36,15
2296,Melissa Henson,Female,USA,Arabic,Human Resource,111901,637-16-1691,36,15
2297,Douglas Jones,Male,USA,Mandarin,I/T,70553,562-64-0169,48,27
2298,Carlos Cook,Male,China,None,I/T,122677,747-35-7888,50,29
2299,Marcus Waters,Male,USA,"Spanish, French",Marketing,114667,447-09-1056,22,1
2300,Ellen Sanders,Female,USA,None,Human Resource,97231,439-52-9564,49,28
2301,Jordan Brown,Female,China,"Spanish, Arabic",Sales,122707,840-30-4371,52,31
2302,David Hernandez,Male,USA,"Hindi, Mandarin",Administrative,85696,468-39-8074,32,11
2303,Russell Fernandez,Female,China,None,Marketing,149395,376-32-5424,57,36
2304,Aaron Roman,Female,USA,Spanish,Operations,93108,220-50-0210,26,5
2305,Sarah Stewart,Female,China,Mandarin,Product,85425,480-96-0773,24,3
2306,Allen Wagner,Male,USA,None,Marketing,123795,091-94-6017,58,37
2307,Courtney Wright,Male,China,None,Operations,68421,028-45-2936,24,3
2308,John Andersen,Female,India,None,Sales,145550,424-09-8604,34,13
2309,David Lam,Female,India,Hindi,Administrative,59188,220-92-0326,29,8
2310,Michael Holden,Male,USA,"Mandarin, Spanish",Sales,68856,372-76-7467,33,12
2311,Dustin Parker,Female,China,"Spanish, Arabic",Operations,132146,144-27-8872,26,5
2312,Joshua Hodges,Female,China,"French, Arabic",Marketing,84972,699-66-8623,28,7
2313,Tiffany Johnson DDS,Female,China,"Hindi, Spanish",Product,118295,271-15-2834,48,27
2314,Linda White,Female,USA,Spanish,Product,107313,127-84-9532,54,33
2315,Lisa Daniel,Female,India,None,Human Resource,99979,301-74-1431,23,2
2316,Joseph Jacobs,Male,USA,Hindi,Legal,137959,827-86-5648,30,9
2317,Louis Berry,Male,USA,None,Product,92379,471-64-5824,33,12
2318,Ian Bates,Male,China,"French, Spanish",Marketing,118294,344-67-7781,62,41
2319,Angel Johnson,Female,Canada,Mandarin,I/T,68257,857-99-2016,37,16
2320,Karen Watson,Female,Taiwan,Mandarin,Human Resource,122737,769-97-3871,35,14
2321,Michael Torres,Female,USA,"Hindi, Arabic",Operations,107746,766-49-5932,24,3
2322,Jeremiah Harris,Female,China,Spanish,Product,67418,295-86-0235,33,12
2323,Eric Sims,Female,USA,"Arabic, Hindi",Finance,84527,590-35-0533,40,19
2324,Steven Harris,Female,USA,Spanish,Operations,91644,190-43-7159,65,44
2325,Ebony White,Male,USA,Mandarin,Human Resource,71959,795-19-4871,40,19
2326,Dr. David Patterson,Male,India,Spanish,Administrative,125838,248-25-5217,60,39
2327,Patrick Jimenez,Female,USA,None,Administrative,108525,772-84-1872,27,6
2328,Jonathan Cruz,Female,USA,Spanish,Operations,108408,623-50-9398,40,19
2329,Cindy Price,Female,USA,None,I/T,69506,413-32-2684,32,11
2330,Shannon Phillips,Male,India,None,Legal,90642,204-12-4543,26,5
2331,Vickie Fischer,Female,China,None,Operations,68699,279-22-4352,45,24
2332,Kevin Knox,Female,USA,"Mandarin, French",I/T,121500,362-19-6219,25,4
2333,Rita Colon,Male,USA,Arabic,Human Resource,134018,105-01-9529,64,43
2334,Karen Chandler,Female,USA,Mandarin,Sales,120620,339-07-5408,56,35
2335,Robert Morgan,Male,USA,"French, Mandarin",Product,69431,224-73-4410,52,31
2336,Matthew Wilson,Male,USA,French,Marketing,132149,338-88-2792,24,3
2337,Nicole Hernandez,Female,USA,None,Legal,54824,153-41-5925,60,39
2338,Bryan White,Female,USA,Mandarin,Sales,119661,149-13-0490,23,2
2339,Mary Mckay,Female,India,None,Sales,105754,733-03-7768,43,22
2340,Nathan Smith,Female,USA,French,Marketing,68165,849-64-2854,60,39
2341,Michelle Jones,Female,India,Mandarin,Product,109319,122-18-3444,58,37
2342,Christopher Hansen,Male,USA,None,Operations,143721,373-58-4215,58,37
2343,Leonard Hill,Female,Philippines,"French, Arabic",Product,79480,036-05-0480,42,21
2344,Mrs. Samantha Gallegos,Female,India,None,Finance,75726,692-39-7372,26,5
2345,Jessica Vang,Male,USA,Hindi,Product,125970,276-34-8456,26,5
2346,Michael Andersen,Male,USA,Arabic,Administrative,132632,243-86-4717,56,35
2347,Kayla Anderson,Male,China,None,I/T,92429,695-33-5602,63,42
2348,Joseph Coleman,Male,India,None,Product,61864,320-23-8219,44,23
2349,Angela Carney,Female,India,French,Product,112679,105-99-6377,44,23
